client_id,invoice_date,tarif_type,counter_number,counter_statue,counter_code,reading_remarque,counter_coefficient,consommation_level_1,consommation_level_2,consommation_level_3,consommation_level_4,old_index,new_index,months_number,counter_type
test_Client_1,5/9/2012,11,174760,0,433,8,1,3600,4053,0,0,15716,23369,12,ELEC
test_Client_1,4/9/2013,11,174760,0,433,6,1,1200,1303,0,0,28291,30794,4,ELEC
test_Client_10,4/20/2015,11,799814,0,207,9,1,800,84,0,0,24279,25163,4,ELEC
test_Client_10,12/19/2014,40,6970199,0,5,9,1,197,0,0,0,3212,3409,4,GAZ
test_Client_10,12/19/2014,11,799814,0,207,9,1,800,29,0,0,23450,24279,4,ELEC
test_Client_10,8/21/2014,40,6970199,0,5,6,1,77,0,0,0,3135,3212,4,GAZ
test_Client_10,8/21/2014,11,799814,0,207,9,1,800,156,0,0,22494,23450,4,ELEC
test_Client_10,4/21/2014,11,799814,0,207,9,1,800,77,0,0,21617,22494,4,ELEC
test_Client_10,12/25/2013,40,6970199,0,5,9,1,404,0,0,0,1980,2384,4,GAZ
test_Client_10,8/22/2013,11,799814,0,207,6,1,1107,0,0,0,19557,20664,4,ELEC
test_Client_10,12/25/2013,11,799814,0,207,6,1,953,0,0,0,20664,21617,4,ELEC
test_Client_10,8/16/2010,40,6970199,0,5,8,1,23,0,0,0,181,204,4,GAZ
test_Client_10,8/14/2015,11,799814,0,207,9,1,800,106,0,0,25163,26069,4,ELEC
test_Client_10,8/14/2015,40,6970199,0,5,6,1,68,0,0,0,4396,4464,4,GAZ
test_Client_10,12/16/2015,11,799814,0,207,9,1,800,101,0,0,26069,26970,4,ELEC
test_Client_10,12/16/2015,40,6970199,0,5,9,1,250,0,0,0,4464,4714,4,GAZ
test_Client_10,4/15/2016,11,799814,0,207,9,1,800,55,0,0,26970,27825,4,ELEC
test_Client_10,4/15/2016,40,6970199,0,5,9,1,965,0,0,0,4714,5679,4,GAZ
test_Client_10,8/17/2016,11,799814,0,207,9,1,800,82,0,0,27825,28707,4,ELEC
test_Client_10,8/17/2016,40,6970199,0,5,9,1,158,0,0,0,5679,5837,4,GAZ
test_Client_10,12/19/2016,11,799814,0,207,9,1,800,10,0,0,28707,29517,4,ELEC
test_Client_10,8/22/2013,40,6970199,0,5,6,1,83,0,0,0,1897,1980,4,GAZ
test_Client_10,12/19/2016,40,6970199,0,5,9,1,367,0,0,0,5837,6204,4,GAZ
test_Client_10,4/20/2015,40,6970199,0,5,9,1,987,0,0,0,3409,4396,4,GAZ
test_Client_10,4/24/2013,40,6970199,0,5,9,1,938,0,0,0,959,1897,4,GAZ
test_Client_10,4/23/2009,40,6970199,0,5,6,1,41,0,0,0,0,41,4,GAZ
test_Client_10,12/25/2012,40,6970199,0,5,9,1,469,0,0,0,490,959,4,GAZ
test_Client_10,12/23/2009,11,799814,0,207,6,1,843,0,0,0,10339,11182,4,ELEC
test_Client_10,4/14/2017,11,799814,0,207,9,1,753,0,0,0,29517,30270,4,ELEC
test_Client_10,4/23/2009,11,799814,0,207,6,1,565,0,0,0,8989,9554,4,ELEC
test_Client_10,12/19/2008,11,799814,0,207,6,1,781,0,0,0,8208,8989,4,ELEC
test_Client_10,8/20/2008,11,799814,0,207,6,1,698,0,0,0,7510,8208,4,ELEC
test_Client_10,4/23/2008,11,799814,0,207,6,1,610,0,0,0,6900,7510,4,ELEC
test_Client_10,12/23/2009,40,6970199,0,5,6,1,57,0,0,0,72,129,4,GAZ
test_Client_10,12/18/2007,11,799814,0,207,6,1,627,0,0,0,6273,6900,4,ELEC
test_Client_10,4/24/2007,11,799814,0,207,6,1,690,0,0,0,4969,5659,4,ELEC
test_Client_10,12/18/2006,11,799814,0,207,6,1,523,0,0,0,4446,4969,4,ELEC
test_Client_10,8/21/2006,11,799814,0,207,6,1,376,0,0,0,4070,4446,4,ELEC
test_Client_10,4/25/2006,11,799814,0,207,6,1,619,0,0,0,3451,4070,4,ELEC
test_Client_10,11/21/2005,11,799814,0,207,6,1,409,0,0,0,3042,3451,4,ELEC
test_Client_10,4/14/2017,40,6970199,0,5,9,1,1090,0,0,0,6204,7294,4,GAZ
test_Client_10,8/21/2007,11,799814,0,207,6,1,614,0,0,0,5659,6273,4,ELEC
test_Client_10,4/21/2010,40,6970199,0,5,6,1,52,0,0,0,129,181,4,GAZ
test_Client_10,4/21/2010,11,799814,0,207,6,1,649,0,0,0,11182,11831,4,ELEC
test_Client_10,8/19/2009,11,799814,0,207,6,1,785,0,0,0,9554,10339,4,ELEC
test_Client_10,12/25/2012,11,799814,0,207,6,1,1030,0,0,0,17538,18568,4,ELEC
test_Client_10,8/23/2012,40,6970199,0,5,8,1,27,0,0,0,463,490,4,GAZ
test_Client_10,8/23/2012,11,799814,0,207,6,1,904,0,0,0,16634,17538,4,ELEC
test_Client_10,4/23/2012,40,6970199,0,5,6,1,57,0,0,0,406,463,4,GAZ
test_Client_10,4/23/2012,11,799814,0,207,6,1,1200,46,0,0,15388,16634,4,ELEC
test_Client_10,12/19/2011,40,6970199,0,5,6,1,54,0,0,0,352,406,4,GAZ
test_Client_10,12/19/2011,11,799814,0,207,6,1,820,0,0,0,14568,15388,4,ELEC
test_Client_10,8/17/2011,40,6970199,0,5,8,1,34,0,0,0,318,352,4,GAZ
test_Client_10,8/17/2011,11,799814,0,207,6,1,738,0,0,0,13830,14568,4,ELEC
test_Client_10,4/22/2011,40,6970199,0,5,6,1,58,0,0,0,260,318,4,GAZ
test_Client_10,4/22/2011,11,799814,0,207,6,1,690,0,0,0,13140,13830,4,ELEC
test_Client_10,12/21/2010,40,6970199,0,5,6,1,56,0,0,0,204,260,4,GAZ
test_Client_10,12/21/2010,11,799814,0,207,6,1,784,0,0,0,12356,13140,4,ELEC
test_Client_10,8/16/2010,11,799814,0,207,6,1,525,0,0,0,11831,12356,4,ELEC
test_Client_10,8/19/2009,40,6970199,0,5,6,1,31,0,0,0,41,72,4,GAZ
test_Client_10,4/24/2013,11,799814,0,207,6,1,989,0,0,0,18568,19557,4,ELEC
test_Client_10,8/15/2017,11,799814,0,207,9,1,800,400,800,12,30270,32282,4,ELEC
test_Client_10,4/21/2014,40,6970199,0,5,9,1,751,0,0,0,2384,3135,4,GAZ
test_Client_10,12/18/2017,11,799814,0,207,9,1,800,291,0,0,32282,33373,4,ELEC
test_Client_10,8/22/2019,40,6970199,0,5,6,1,0,0,0,0,8957,8957,4,GAZ
test_Client_10,8/22/2019,11,799814,0,207,9,1,800,400,365,0,37461,39026,4,ELEC
test_Client_10,4/18/2019,40,6970199,0,5,9,1,709,0,0,0,8248,8957,4,GAZ
test_Client_10,4/18/2019,11,799814,0,207,9,1,800,280,0,0,36381,37461,4,ELEC
test_Client_10,12/20/2018,40,6970199,0,5,9,1,62,0,0,0,8186,8248,4,GAZ
test_Client_10,12/20/2018,11,799814,0,207,9,1,800,274,0,0,35307,36381,4,ELEC
test_Client_10,10/8/2018,40,6970199,0,5,9,1,69,0,0,0,8117,8186,4,GAZ
test_Client_10,10/8/2018,11,799814,0,207,9,1,800,374,0,0,34133,35307,4,ELEC
test_Client_10,4/16/2018,40,6970199,0,5,9,1,252,0,0,0,7865,8117,4,GAZ
test_Client_10,8/15/2017,40,6970199,0,5,9,1,169,0,0,0,7294,7463,4,GAZ
test_Client_10,4/16/2018,11,799814,0,207,9,1,760,0,0,0,33373,34133,4,ELEC
test_Client_10,12/18/2017,40,6970199,0,5,9,1,402,0,0,0,7463,7865,4,GAZ
test_Client_100,6/24/2011,11,1064358,0,203,6,1,562,0,0,0,30748,31310,4,ELEC
test_Client_100,1/7/2008,11,1064358,0,203,6,1,548,0,0,0,25290,25838,4,ELEC
test_Client_100,3/3/2008,40,108943,0,5,9,1,60,0,0,0,576,636,2,GAZ
test_Client_100,3/3/2008,11,1064358,0,203,6,1,439,0,0,0,24851,25290,2,ELEC
test_Client_100,6/12/2007,40,108943,0,5,6,1,20,0,0,0,556,576,4,GAZ
test_Client_100,6/12/2007,11,1064358,0,203,9,1,632,0,0,0,24219,24851,4,ELEC
test_Client_100,8/8/2007,11,1064358,0,203,6,1,212,0,0,0,24007,24219,4,ELEC
test_Client_100,12/4/2007,40,108943,0,5,6,1,97,0,0,0,438,535,4,GAZ
test_Client_100,5/12/2006,40,108943,0,5,6,1,57,0,0,0,381,438,4,GAZ
test_Client_100,1/7/2008,40,108943,0,5,6,1,37,0,0,0,636,673,4,GAZ
test_Client_100,5/12/2006,11,1064358,0,203,6,1,274,0,0,0,23406,23680,4,ELEC
test_Client_100,8/8/2006,40,108943,0,5,6,1,35,0,0,0,346,381,4,GAZ
test_Client_100,8/8/2006,11,1064358,0,203,6,1,188,0,0,0,23218,23406,4,ELEC
test_Client_100,5/12/2005,40,108943,0,5,6,1,45,0,0,0,240,285,4,GAZ
test_Client_100,5/12/2005,11,1064358,0,203,6,1,193,0,0,0,22722,22915,4,ELEC
test_Client_100,5/8/2005,40,108943,0,5,6,1,92,0,0,0,148,240,4,GAZ
test_Client_100,12/4/2007,11,1064358,0,203,6,1,327,0,0,0,23680,24007,4,ELEC
test_Client_100,10/28/2008,11,1064358,0,203,6,1,603,0,0,0,25838,26441,4,ELEC
test_Client_100,1/7/2009,11,1064358,0,203,6,1,487,0,0,0,27083,27570,4,ELEC
test_Client_100,2/3/2011,40,108943,0,5,6,1,125,0,0,0,987,1112,4,GAZ
test_Client_100,8/8/2007,40,108943,0,5,6,1,21,0,0,0,535,556,4,GAZ
test_Client_100,2/3/2009,11,1064358,0,203,6,1,642,0,0,0,26441,27083,4,ELEC
test_Client_100,2/3/2009,40,108943,0,5,9,1,153,0,0,0,694,847,4,GAZ
test_Client_100,6/24/2011,40,108943,0,5,8,1,64,0,0,0,1112,1176,4,GAZ
test_Client_100,2/27/2012,11,1064358,0,203,8,1,171,0,0,0,31354,31525,4,ELEC
test_Client_100,2/27/2012,40,108943,0,5,8,1,0,0,0,0,1176,1176,4,GAZ
test_Client_100,2/3/2011,11,1064358,0,203,6,1,708,0,0,0,30040,30748,4,ELEC
test_Client_100,10/28/2008,40,108943,0,5,6,1,21,0,0,0,673,694,4,GAZ
test_Client_100,10/22/2010,40,108943,0,5,6,1,24,0,0,0,963,987,4,GAZ
test_Client_100,6/24/2010,40,108943,0,5,6,1,19,0,0,0,944,963,4,GAZ
test_Client_100,6/24/2010,11,1064358,0,203,6,1,529,0,0,0,28888,29417,4,ELEC
test_Client_100,5/8/2005,11,1064358,0,203,6,1,307,0,0,0,22415,22722,4,ELEC
test_Client_100,2/3/2010,11,1064358,0,203,6,1,721,0,0,0,28167,28888,4,ELEC
test_Client_100,10/28/2009,40,108943,0,5,8,1,9,0,0,0,924,933,4,GAZ
test_Client_100,10/28/2009,11,1064358,0,203,6,1,597,0,0,0,27570,28167,4,ELEC
test_Client_100,1/7/2009,40,108943,0,5,8,1,77,0,0,0,847,924,4,GAZ
test_Client_100,10/22/2010,11,1064358,0,203,6,1,623,0,0,0,29417,30040,4,ELEC
test_Client_100,2/3/2010,40,108943,0,5,8,1,11,0,0,0,933,944,4,GAZ
test_Client_100,10/24/2011,40,108943,0,5,6,1,0,0,0,0,1176,1176,4,GAZ
test_Client_100,10/24/2011,11,1064358,0,203,8,1,44,0,0,0,31310,31354,4,ELEC
